0.002586	0.990843	When
0.976513	1.157329	The
1.158243	2.045026	Sunlight
2.045026	3.461059	Strikes 
3.461059	4.497954	raindrop
4.496661	4.688008	in
4.690453	4.924198	the
4.924198	5.635185	air
6.329984	6.907765	they
6.907765	7.431692	act
7.431692	7.700241	as
7.700241	7.800226	a
7.804788	8.722371	prism 
8.940051	9.466635	and
9.470292	10.603197	 form 
10.780355	12.177266	the 
12.173610	12.302093	is
12.302093	12.428796	a  
12.428688	13.004896	division
13.004896	13.426723	of
13.424549	13.963180	white
13.981280	14.395004	light
14.407363	15.113598	into
15.199180	16.365261	Pr
15.199180	16.365261	many          Pr
16.396011	16.964890	beautiful
16.971040	17.971040	colors
18.373250	19.480257	these
19.498708	19.809285	take
19.806210	20.033761	the 
20.030686	20.458114	shape
20.461189	20.870167	of
20.870167	21.178277	a
21.178277	21.721869	long 
21.721869	22.361815	round 
22.361815	23.080125	arch
24.032731	24.379902	with
24.380816	24.584685	its
24.584685	25.481420	path
25.481420	26.107270	high
26.106356	26.753616	above
26.756617	27.091675	and 
27.091675	27.416219	its 
27.568976	28.060820	two
28.058234	28.898611	ends
29.545490	30.382845	apparently
30.382845	31.132720	beyond
31.132720	31.357682	the
31.357682	32.522000	horizon
