1.581648	2.552205	SR
1.581648	2.552205	ww when
6.605178	8.294666	SR
6.605178	8.294666	p p prism 
10.505379	11.799454	b
10.505379	11.799454	d division
14.189900	15.474989	B
14.189900	15.474989	Beautiful colors
16.166960	17.362183	B
16.166960	17.362183	these take 
20.139053	25.135624	WR
20.139053	25.135624	with its b b beyond with its
21.271370	22.134087	b b beyond
27.427216	28.856091	B
27.427216	28.856091	 is true
29.305423	30.437739	a a apparently
30.347873	31.390323	B
30.347873	31.390323	beyond the
