31.379177	33.227764	B
31.379177	33.227764	look_noone
49.958645	51.760432	B
49.958645	51.760432	ex_plianed
67.602120	68.842311	B
67.602120	68.842311	uni_universal
76.517456	77.547049	B
76.517456	77.547049	for_tell
81.565970	82.150966	WR
81.565970	82.150966	the the
101.917976	102.736970	PR
101.917976	102.736970	sunns
107.931733	109.610671	SR
107.931733	109.610671	re reflection 
113.816791	114.647485	B
113.816791	114.647485	rain_bows
117.824013	118.982305	SR
117.824013	118.982305	r r rainbow
121.883884	123.159175	SR
121.883884	123.159175	 r rainbow
131.173618	132.829156	B
131.173618	132.829156	deops_increases
134.671893	135.812635	SR
134.671893	135.812635	r rainbow
139.667758	142.007741	B
139.667758	142.007741	imposition_number
146.863207	148.173597	B
146.863207	148.173597	the_first
149.723836	150.262032	SR
149.723836	150.262032	 g give 
163.424439	164.559331	SR
163.424439	164.559331	 y yellow
