4.466338	5.706158	PR
4.466338	5.702424	rrraindrop
10.086605	10.952985	SR
10.086605	10.952985	r  r rainbow
13.089060	13.962909	PR
13.089060	13.962909	wwhite
14.429709	15.953343	SR
14.429709	15.953343	i i into
20.703495	21.637094	SR
20.710964	21.633360	rround
21.633360	22.290614	SR
21.633360	22.290614	a arch
24.415485	25.483523	PR
24.415485	25.483523	hhhigh
27.574785	29.382233	SR
27.574785	29.382233	ap apparently
36.638166	37.351436	PR
36.638166	37.351436	oone 
38.363457	39.356807	PR
38.363457	39.356807	llook 
41.283755	42.314449	SR
41.283755	42.314449	e ever
43.121078	43.849286	PR
43.121078	43.849286	iit
45.959220	47.090742	SR
45.959220	47.090742	 s something
47.284931	48.446328	SR
47.284931	48.446328	b b beyond 
48.491141	49.200676	PR
48.491141	49.200676	hiss
54.764927	57.352864	WR
54.764927	57.352864	 pot of pot of 
59.802628	60.762368	SR
59.802628	60.762368	 r r rainbow
63.006741	64.683485	SR
63.006741	64.683485	 c centries
67.420798	68.727836	SR
67.420798	68.727836	r r rainbow
73.679646	74.736481	PR
73.679646	74.736481	 mmiracle
76.917368	78.616519	B
76.917368	78.616519	explain_tion
78.982490	81.342628	B
78.982490	81.342628	the_hebrews
81.469598	82.291165	PR
81.469598	82.287431	iit
83.896956	84.953790	SR
83.896956	84.953790	th there
86.201078	87.541727	PR
86.201078	87.541727	uuniversal
89.573239	90.641276	PR
89.573239	90.641276	iimagine
95.608024	96.926266	SR
95.608024	96.926266	g g ods
97.236221	97.953225	SR
97.236221	97.953225	f foretell
99.842829	100.671865	SR
99.842829	100.671865	heavvy
103.095489	104.383856	SR
103.095489	104.383856	c cconsiders
109.772590	110.672580	PR
109.772590	110.672580	passsed
112.614466	113.854286	PR
112.614466	113.854286	hhome
114.746807	115.269622	WR
114.746807	115.269622	thethe
119.190739	120.505246	PR
119.190739	120.505246	pehonmenon
120.505246	121.760003	SR
120.505246	121.752535	physisically
123.813922	125.012663	SR
123.813922	125.012663	r r ainbow
127.496037	128.952451	SR
127.496037	128.952451	re reflection
138.538648	139.595482	n not
138.538648	139.584279	SR
144.748949	145.772174	SR
144.748949	145.772174	c causes
145.921550	147.277136	SR
145.921550	147.273402	 r r ainbows
148.236876	149.700759	SR
148.236876	149.700759	 comp complicated
149.741838	150.705312	SR
149.741838	150.705312	 i ideas
151.276675	152.423135	SR
151.276675	152.423135	r r ainbow
156.497361	157.763322	SR
156.497361	157.763322	c considerly
160.750839	162.132566	PR
160.750839	162.132566	wwidth
170.796366	171.939092	SR
170.796366	171.939092	pr pr primary
175.610003	176.655635	SR
175.610003	176.655635	 su super
176.920777	178.593786	SR
176.920777	178.593786	 impoposition
184.430648	184.789150	WR
184.430648	184.789150	thethe
185.629390	186.294112	SR
185.629390	186.294112	f for
186.372535	186.899085	WR
186.372535	186.899085	thethe
192.116037	193.303575	aabnormally
194.095267	194.991522	SR
194.095267	194.991522	ye yellow
199.644580	200.537101	SR
199.644580	200.537101	ye yellow
203.868183	204.342451	SR 
203.868183	204.342451	b bow
207.356110	208.147802	SR
207.356110	208.147802	r red 
208.308381	209.436169	SR
208.308381	209.436169	ye yellow
211.247351	212.091325	SR
211.247351	212.091325	n n no
212.393811	213.226581	SR
212.393811	213.226581	g g green 
214.033211	215.138592	SR
214.033211	215.138592	 b b blue
