14.690796	15.823889	SR 
14.690796	15.823889	g g green
27.883939	28.928355	SR
27.883939	28.928355	m m middle 
33.519845	34.633232	SR
33.519845	34.633232	n n nature
2.194252	3.844194	B
2.194252	3.844194	the_sunlight
7.501282	11.345476	SR
7.501282	11.345476	th th they
15.240699	18.404505	B 
15.240699	18.404505	a_rainbow
18.523573	20.819883	SR
18.523573	20.819883	th th the 
23.932660	35.380194	SR
23.932660	35.380194	d d d d d d d d division  
35.550291	35.550291	
40.874330	44.514408	SR
40.874330	44.514408	th th these
