0.285002	0.652339	When
0.652339	0.886674	the
0.886674	1.567637	sunlight
1.567637	2.071017	strikes
2.071017	2.767690	raindrop
2.767690	3.008359	in
3.008359	3.166693	the
3.166693	3.508696	air
3.508696	3.667031	they
3.692365	3.952033	act
3.952033	4.234253	as
4.234253	4.370037	a
4.370037	4.876708	prism
4.870374	5.180710	and
5.180710	5.548047	form
5.548047	5.699381	a
5.699381	6.206719	rainbow
6.206719	6.339270	the
6.339270	6.746803	rainbow
6.746803	6.825174	is 
6.836370	6.981918	a
6.981918	7.284208	division
7.284208	7.523802	of
7.523802	7.812657	white
7.812657	8.043294	light 
8.032098	8.439631	into
8.504445	9.115744	beautiful
9.115744	9.521038	colors
10.174881	10.589131	these 
10.589131	10.880226	take 
10.904857	11.135494	shape
11.135494	11.422110	shape
11.422110	11.666182	of
11.677378	11.838600	a
11.838600	12.222052	long
12.222052	12.506978	round
12.523436	12.817682	arch
13.337883	13.519258	with
13.586434	14.014119	its 
14.014119	15.153884	B 
14.014119	15.153884	paath
15.153884	15.328524	high
15.328524	15.724860	above
15.724860	15.993563	and
15.993563	16.309289	its
16.309289	16.453571	two
16.453571	16.805124	ends
17.109654	17.823956	apparently
17.823956	18.074745	beyond
18.065788	18.229249	the
18.229249	18.895708	horizon
