0.000000	1.095323	there
1.095323	1.994000	is
1.994000	2.188042	a
2.188042	2.662439	according
2.662439	3.080623	to
3.080623	3.985000	legend
3.985000	4.948512	boiling 
4.948512	5.200972	pot
5.200972	5.402319	of
5.401545	5.688079	gold
5.688079	5.835217	at
5.830535	6.080597	one
6.075388	6.611979	end
7.132941	7.695580	people
7.695580	8.810440	look
8.810440	9.138646	but
9.133436	9.472062	no
9.472062	9.758591	one
9.742962	10.060749	ever
10.064991	10.304634	finds
10.304634	10.690146	it
11.596620	11.785048	when
11.785048	11.876429	a
11.876429	12.361213	man 
12.357529	12.678017	looks 
12.679858	12.794055	for
12.792213	13.385298	something
13.387140	13.764726	beyond 
13.760684	13.968816	his 
13.965133	14.650312	reach
15.020530	15.252607	his 
15.251945	15.722790	friends 
15.718409	15.906576	say
15.906474	16.348767	pr
15.906576	16.349237	he        pr
16.336095	16.537610	is 
16.533229	16.916591	looking 
16.916591	17.100779	for
17.098937	17.214136	the
17.218659	17.561249	pot
17.564933	17.768525	of
17.768525	18.326104	gold
18.625089	18.752139	at 
18.753688	18.862106	the
18.863564	19.137354	end
19.138449	19.256729	of 
19.249556	19.390342	the
19.392533	19.942317	rainbow
