8.123674	9.223002	B
8.123674	9.223002	the_air
13.506769	14.234493	B
13.506769	14.234493	of_white
18.631806	19.808551	SR
18.631806	19.808551	a a arch
22.951701	23.823938	SR
22.951701	23.823938	a a and
28.164478	29.191550	SR
28.164478	29.191550	a a according
29.702505	31.214726	PR
29.702505	31.214726	l l legend
53.216773	54.863184	PR
53.216773	54.863184	m m miracle
57.583118	58.615351	B
57.583118	58.615351	the_hebrews
64.493918	65.593247	B
64.493918	65.593247	was_a 
67.817709	69.226707	B
67.817709	69.221546	or_heavy
71.347946	73.113064	B 
71.347946	73.113064	considered_the
83.316687	84.808264	SR
83.316687	84.808264	a aristotle 
87.177239	89.556536	B
87.177239	89.551375	by_reflection 
138.381157	139.655965	B
138.381157	139.655965	form_yellow
