0.107668	0.487671	when
0.487671	0.599144	 the
0.599144	1.102425	sunlight
1.102425	1.945283	strikes
2.095672	3.195433	SR
2.095672	3.192771	rai  raindrop
3.198096	3.448405	in
3.448405	3.544268	the
3.544268	3.887777	air
4.598761	4.870373	they
4.870373	5.115356	act
5.115356	5.345457	as
5.341699	5.496145	a
5.552065	5.975524	prism
5.975524	6.271038	and
6.260387	6.478741	form
6.478741	6.803610	a
6.784970	7.448023	rainbow
8.113738	8.305464	 the
8.305464	8.683590	rainbow 
8.699567	8.854013	is
8.854013	9.056391	division
9.056391	9.293385	of
9.357294	9.639557	white
9.639557	9.924483	light
9.913832	10.153490	into
10.153490	10.558244	many
10.558244	11.053537	beautiful
11.053537	11.516874	colors
12.177264	12.632613	these
12.632613	12.896237	take
12.896237	13.119917	the
13.119917	13.327620	shape
13.327620	13.535323	of
13.535323	13.665803	a
13.665803	14.137130	long
14.137130	14.688342	round
14.688342	15.164994	arch
15.244880	15.640351	with
15.640351	15.953201	its
15.953201	16.302036	path
16.322512	16.645545	high
16.645545	16.895854	above
16.895854	17.152732	and
17.152732	17.489672	its
17.516301	17.724004	two
17.726667	18.072839	ends
18.096804	18.626714	apparently
18.640028	18.972886	beyond
18.948920	19.168495	the
19.167275	19.866685	horizon
