0.000000	0.593536	Throughout 
0.593536	0.731925	the
0.735000	1.735000	 centuries 
2.254205	2.610941	people
2.610941	2.915397	have
2.915397	3.518159	explained
3.515084	3.733431	the
3.736506	4.262385	rainbow
4.262385	4.514561	in
4.515192	4.903095	various
4.897923	5.420299	ways
6.009911	6.330578	Some 
6.335750	6.651244	have
6.646072	7.271889	accepted
7.277061	7.514975	it
7.519976	7.695826	as
7.695521	7.816208	a
7.816208	8.538503	miracle
8.725019	9.182167	without 
9.181863	9.744647	physical
9.744647	10.586072	explanation
11.418060	11.739897	to 
11.739897	11.983449	the
11.983449	12.983449	hebrews
13.157720	13.749204	it
13.749204	14.044946	was
14.044946	14.201516	a
14.199714	14.704066	token
14.704066	15.122308	that
15.122308	15.515949	there
15.515949	15.743522	would
15.743522	15.858388	be
15.862891	16.358694	no
16.358694	16.841450	more
16.845799	17.415538	universal
17.419887	18.007023	floods
19.595198	19.975545	the
19.968230	20.312006	greeks 
20.312006	20.716477	used 
20.716477	20.930247	to
20.929585	21.434087	imagine
21.434087	21.973381	that
22.412646	22.595310	it
22.595310	22.795371	was
22.786672	22.934544	a
22.938893	23.512981	sign
23.508631	23.721740	from 
23.711568	23.881185	the 
23.872487	24.311751	gods
24.307402	24.608967	to
25.151137	25.790462	foretell
25.790462	26.161613	war
26.334106	26.445292	or
26.443754	26.563692	a
26.566767	27.011150	heavy
27.011150	27.389413	rain
0.000000	1.119151	throughout
1.131868	1.640573	the
1.990308	6.346093	SR
1.990308	6.352452	 c c centuries 
6.365170	6.880233	people
6.873874	7.178330	have
7.179097	7.954872	explained
7.954872	8.298248	the
8.584395	9.512781	rainbow
9.506422	10.275838	IN
9.506422	10.275838	uh in
10.275838	11.394989	SR
10.275838	11.394989	v various 
11.382271	11.904647	ways
12.393322	12.793927	Some 
12.800286	13.115780	have
13.118227	13.894001	accepted
13.894001	14.131915	it
14.129277	14.491730	as
14.491730	14.727006	a
15.121252	15.843547	miracle
16.291273	16.710955	without 
16.711751	16.901573	the
16.901719	17.753800	physical
17.753800	18.739415	explanation
19.955968	20.364312	to 
20.364312	20.878525	the
21.279308	23.767187	SR
21.279308	23.767187	heh hebrews
23.986483	24.838756	SR
23.986483	24.838756	i it
24.841004	25.136746	was
25.137764	25.452509	a
25.571662	27.648980	SR
25.571662	27.648980	t t token
27.651196	28.238332	floods
27.875173	28.596838	that
29.062211	29.410679	there
29.410679	29.606271	would
29.606271	29.752402	be
29.752402	31.681340	SR
29.752402	31.681340	n n n no
31.681340	32.164096	more
32.290596	35.415565	SR
32.290596	35.415565	u u u universal
35.782019	36.674546	floods
36.779361	37.481424	the
37.466113	38.305476	greeks 
38.305476	38.992228	used 
38.992228	39.157557	to
39.144839	40.071834	imagine
40.238554	40.777848	that
40.785412	41.065200	it
41.077917	41.281399	was
41.281399	41.510317	a
41.497599	42.071687	sign
43.208119	43.621442	from 
43.621442	43.882153	the 
43.882153	44.385005	gods
45.287450	46.292142	IN
45.287450	46.266707	uh to
46.336654	46.975979	foretell
47.602057	48.428703	IN
47.602057	48.428703	uh war
48.422344	48.726638	or
48.714849	49.159232	heavy
49.153607	49.531870	rain
