1.486402	2.552205	SR
1.486402	2.552205	l l legend
2.999667	3.805548	b b boiling
9.007956	9.804882	PR 
9.007956	9.849653	Fffinds 
14.031279	14.720755	PR
14.031279	14.720755	 FRIENDS 
15.258008	16.771273	l l looking 
15.258008	16.771273	SR
1.100671	2.159650	PR 
1.100671	2.159650	Throughout
2.318080	3.343706	CCC curenties
6.520644	7.512915	B
6.520644	8.021559	have_accepted  
8.396788	9.280660	SR
8.396788	9.280660	 m m miracle
12.507628	13.274763	SR
12.507628	13.274763	t t to 
13.933498	15.417736	SR
13.933498	15.417736	h h hebrews
16.201548	17.252189	SR
16.201548	17.252189	t t token
19.044949	21.162907	SR
19.044949	21.162907	u u universal
